symptoms,disease
and i m uncomfortable my heart is racing|and my chest aches i m coughing up a darkish stringy mucous|i m saturated with sweat and struggling to breathe my throat is blocked with mucous|pneumonia,Pneumonia
and i m sweating a lot i have a lot of mucous in my throat and my chest hurts my breathing is laboured|and the phlegm i m coughing up has an odd tint|i m having a lot of problems breathing i m not feeling good|pneumonia,Pneumonia
and i have a lot of mucus in my throat i m having trouble breathing|and i m perspiring a lot my chest hurts|and the phlegm i m coughing up has a strange hue|i have a lot of difficulty breathing i don t feel well|pneumonia,Pneumonia
and it s difficult for me to breathe i ve been perspiring a lot and generally feeling weak and ill i ve had some quite thick and black phlegm|i ve been coughing a lot and feeling incredibly chilly and exhausted i have a pretty fever|pneumonia,Pneumonia
a cough|a high temperature|and breathing issues i ve been perspiring a lot and generally feeling weak and ill i ve had some quite thick and black phlegm my heart has been racing quite quickly|exhaustion|i ve recently had chills|pneumonia,Pneumonia
and anus pain have all recently been bothering me my anus has been quite inflamed|and my stool has been extremely bloody|constipation|dimorphic hemorrhoids|discomfort with bowel motions,Dimorphic Hemorrhoids
and pain in my anus my stool has also been really bloody and my anus has been really irritated|dimorphic hemorrhoids|lately i ve been experiencing constipation|pain during bowel movements,Dimorphic Hemorrhoids
and my stool has been extremely bloody|dimorphic hemorrhoids|i ve been having a lot of difficulty using the restroom my bowel movements have been extremely uncomfortable and difficult for me to have my anus has been quite inflamed|recently,Dimorphic Hemorrhoids
and there s been some blood in my stool i ve also been having some pain and irritation around my anus|dimorphic hemorrhoids|i ve been having a lot of trouble going to the bathroom lately it s really painful when i do,Dimorphic Hemorrhoids
and i ve noticed some blood in my stool around my anus|dimorphic hemorrhoids|i ve also been experiencing some discomfort and itching|i ve been having a lot of difficulty using the restroom when i do|it hurts a lot|recently,Dimorphic Hemorrhoids
and it s been really painful when i do go to the bathroom i ve also noticed some blood in my stool|and my anus has been really irritated|dimorphic hemorrhoids|lately i ve been really constipated,Dimorphic Hemorrhoids
and i ve observed some blood in my stool|and whenever i do go to the restroom|dimorphic hemorrhoids|i ve been suffering from severe constipation lately|it hurts a lot aside from that|my anus has been really itchy,Dimorphic Hemorrhoids
and it s been really painful i ve also noticed that my stool has been bloody and my anus has been really irritated|dimorphic hemorrhoids|i ve been having a lot of trouble going to the bathroom lately,Dimorphic Hemorrhoids
dimorphic hemorrhoids|i ve been having a lot of discomfort and difficulty using the restroom additionally|i ve noticed that my anus has been quite sore and that my stool has been bloody|recently,Dimorphic Hemorrhoids
and i ve observed some blood in my stool|and when i do go to the bathroom|dimorphic hemorrhoids|i ve been terribly constipated lately|it hurts a lot aside from that|my anus has been really itchy,Dimorphic Hemorrhoids
and going to the restroom has been excruciatingly uncomfortable i ve also observed blood in my stool|and my anus has been aggravated|dimorphic hemorrhoids|i ve been quite constipated lately,Dimorphic Hemorrhoids
dimorphic hemorrhoids|i ve been having a lot of trouble going to the bathroom lately it s been really painful and i ve been experiencing pain in my anus my stool has also been bloody and my anus has been really irritated,Dimorphic Hemorrhoids
and i ve been feeling agony in my anus my stool has been bloody as well|and my anus has been really inflamed|dimorphic hemorrhoids|i ve been having a lot of problems using the restroom recently it s been excruciatingly uncomfortable,Dimorphic Hemorrhoids
and my anus has been really uncomfortable|and my anus hurts a lot i ve also had some blood in my stool|dimorphic hemorrhoids|i ve been having trouble going to the restroom recently when i try to go|it s really uncomfortable,Dimorphic Hemorrhoids
dimorphic hemorrhoids|i ve been having a really hard time going to the bathroom lately it s really painful when i try to go and my anus hurts a lot there s also been some blood in my stool and my anus has been really itchy,Dimorphic Hemorrhoids
and it hurts when i do i ve also been experiencing buttock soreness and bloody stools my anus has also been quite itching and sensitive|dimorphic hemorrhoids|i ve been experiencing problems using the restroom recently it s quite difficult for me to go,Dimorphic Hemorrhoids
and doing so hurts in addition|and my stools have been bloody my anus has also been quite itching and aggravated|dimorphic hemorrhoids|i ve been experiencing some butt soreness|i ve been having problems using the restroom going is incredibly difficult|recently,Dimorphic Hemorrhoids
